,ID,Date,District,Suspected_Local,Suspected_Foreign,Suspected_Total,TotalInfected
1,0418_Gampaha,04-18,Gampaha,22,0,22,28
2,0418_Puttalam,04-18,Puttalam,3,0,3,35
3,0418_Kalutara,04-18,Kalutara,4,0,4,45
4,0418_Anuradhapura,04-18,Anuradhapura,3,0,3,0
5,0418_Kandy,04-18,Kandy,0,0,0,7
6,0418_Kurunegala,04-18,Kurunegala,6,0,6,2
7,0418_Polonnaruwa,04-18,Polonnaruwa,8,0,8,0
8,0418_Jaffna,04-18,Jaffna,1,0,1,16
9,0418_Ratnapura,04-18,Ratnapura,2,0,2,5
10,0418_Kegalle,04-18,Kegalle,0,0,0,2
11,0418_Moneragala,04-18,Moneragala,0,0,0,0
12,0418_Kalmunai,04-18,Kalmunai,0,0,0,2
13,0418_Matale,04-18,Matale,0,0,0,0
14,0418_Galle,04-18,Galle,0,0,0,1
15,0418_Ampara,04-18,Ampara,0,0,0,0
16,0418_Badulla,04-18,Badulla,0,0,0,1
17,0418_Matara,04-18,Matara,2,0,2,2
18,0418_Batticoloa,04-18,Batticoloa,0,0,0,1
19,0418_Hambantota,04-18,Hambantota,1,0,1,0
20,0418_Vavunia,04-18,Vavunia,2,0,2,1
21,0418_Trincomalee,04-18,Trincomalee,0,0,0,0
22,0418_Nuwaraeliya,04-18,Nuwaraeliya,0,0,0,0
23,0418_Kilinochchi,04-18,Kilinochchi,0,0,0,0
24,0418_Mannar,04-18,Mannar,0,0,0,0
25,0418_Mullativu,04-18,Mullativu,0,0,0,0
0,0419_Colombo,04-19,Colombo,42,0,42,61
1,0419_Gampaha,04-19,Gampaha,30,0,30,31
2,0419_Puttalam,04-19,Puttalam,1,0,1,35
3,0419_Kalutara,04-19,Kalutara,5,0,5,45
4,0419_Anuradhapura,04-19,Anuradhapura,5,0,5,0
5,0419_Kandy,04-19,Kandy,2,0,2,7
6,0419_Kurunegala,04-19,Kurunegala,6,0,6,2
7,0419_Polonnaruwa,04-19,Polonnaruwa,11,0,11,0
8,0419_Jaffna,04-19,Jaffna,0,0,0,16
9,0419_Ratnapura,04-19,Ratnapura,4,0,4,5
10,0419_Kegalle,04-19,Kegalle,0,0,0,3
11,0419_Moneragala,04-19,Moneragala,0,0,0,0
12,0419_Kalmunai,04-19,Kalmunai,0,0,0,2
13,0419_Matale,04-19,Matale,0,0,0,0
14,0419_Galle,04-19,Galle,2,0,2,1
15,0419_Ampara,04-19,Ampara,0,0,0,0
16,0419_Badulla,04-19,Badulla,0,0,0,1
17,0419_Matara,04-19,Matara,1,0,1,2
18,0419_Batticoloa,04-19,Batticoloa,0,0,0,1
19,0419_Hambantota,04-19,Hambantota,2,0,2,0
20,0419_Vavunia,04-19,Vavunia,0,0,0,1
21,0419_Trincomalee,04-19,Trincomalee,0,0,0,0
22,0419_Nuwaraeliya,04-19,Nuwaraeliya,0,0,0,0
23,0419_Kilinochchi,04-19,Kilinochchi,0,0,0,0
24,0419_Mannar,04-19,Mannar,0,0,0,0
25,0419_Mullativu,04-19,Mullativu,0,0,0,0
0,0420_Colombo,04-20,Colombo,29,2,31,77
1,0420_Gampaha,04-20,Gampaha,38,0,38,32
2,0420_Puttalam,04-20,Puttalam,1,0,1,35
3,0420_Kalutara,04-20,Kalutara,6,0,6,45
4,0420_Anuradhapura,04-20,Anuradhapura,1,0,1,0
5,0420_Kandy,04-20,Kandy,8,0,8,7
6,0420_Kurunegala,04-20,Kurunegala,9,0,9,2
7,0420_Polonnaruwa,04-20,Polonnaruwa,7,0,7,0
8,0420_Jaffna,04-20,Jaffna,3,0,3,16
9,0420_Ratnapura,04-20,Ratnapura,0,0,0,5
10,0420_Kegalle,04-20,Kegalle,0,0,0,3
11,0420_Moneragala,04-20,Moneragala,0,0,0,0
12,0420_Kalmunai,04-20,Kalmunai,0,0,0,2
13,0420_Matale,04-20,Matale,0,0,0,0
14,0420_Galle,04-20,Galle,0,0,0,1
15,0420_Ampara,04-20,Ampara,0,0,0,0
16,0420_Badulla,04-20,Badulla,1,0,1,1
17,0420_Matara,04-20,Matara,0,0,0,2
18,0420_Batticoloa,04-20,Batticoloa,1,0,1,1
19,0420_Hambantota,04-20,Hambantota,0,0,0,0
20,0420_Vavunia,04-20,Vavunia,3,0,3,1
21,0420_Trincomalee,04-20,Trincomalee,0,0,0,0
22,0420_Nuwaraeliya,04-20,Nuwaraeliya,0,0,0,0
23,0420_Kilinochchi,04-20,Kilinochchi,0,0,0,0
24,0420_Mannar,04-20,Mannar,0,0,0,0
25,0420_Mullativu,04-20,Mullativu,0,0,0,0
0,0421_Colombo,04-21,Colombo,48,0,48,110
1,0421_Gampaha,04-21,Gampaha,44,0,44,32
2,0421_Puttalam,04-21,Puttalam,2,0,2,35
3,0421_Kalutara,04-21,Kalutara,8,0,8,45
4,0421_Anuradhapura,04-21,Anuradhapura,7,0,7,0
5,0421_Kandy,04-21,Kandy,5,0,5,7
6,0421_Kurunegala,04-21,Kurunegala,10,0,10,2
7,0421_Polonnaruwa,04-21,Polonnaruwa,3,0,3,0
8,0421_Jaffna,04-21,Jaffna,0,0,0,16
9,0421_Ratnapura,04-21,Ratnapura,2,0,2,5
10,0421_Kegalle,04-21,Kegalle,0,0,0,3
11,0421_Moneragala,04-21,Moneragala,1,0,1,0
12,0421_Kalmunai,04-21,Kalmunai,0,0,0,2
13,0421_Matale,04-21,Matale,0,0,0,0
14,0421_Galle,04-21,Galle,0,0,0,1
15,0421_Ampara,04-21,Ampara,0,0,0,0
16,0421_Badulla,04-21,Badulla,0,0,0,1
17,0421_Matara,04-21,Matara,1,0,1,2
18,0421_Batticoloa,04-21,Batticoloa,1,0,1,1
19,0421_Hambantota,04-21,Hambantota,2,0,2,0
20,0421_Vavunia,04-21,Vavunia,0,0,0,1
21,0421_Trincomalee,04-21,Trincomalee,0,0,0,0
22,0421_Nuwaraeliya,04-21,Nuwaraeliya,0,0,0,0
23,0421_Kilinochchi,04-21,Kilinochchi,0,0,0,0
24,0421_Mannar,04-21,Mannar,0,0,0,0
25,0421_Mullativu,04-21,Mullativu,0,0,0,0
0,0422_Colombo,04-22,Colombo,36,0,36,115
1,0422_Gampaha,04-22,Gampaha,41,0,41,32
2,0422_Puttalam,04-22,Puttalam,4,0,4,35
3,0422_Kalutara,04-22,Kalutara,8,0,8,45
4,0422_Anuradhapura,04-22,Anuradhapura,7,0,7,0
5,0422_Kandy,04-22,Kandy,1,0,1,7
6,0422_Kurunegala,04-22,Kurunegala,4,0,4,2
7,0422_Polonnaruwa,04-22,Polonnaruwa,9,0,9,0
8,0422_Jaffna,04-22,Jaffna,0,0,0,16
9,0422_Ratnapura,04-22,Ratnapura,2,0,2,5
10,0422_Kegalle,04-22,Kegalle,0,0,0,4
11,0422_Moneragala,04-22,Moneragala,1,0,1,0
12,0422_Kalmunai,04-22,Kalmunai,0,0,0,2
13,0422_Matale,04-22,Matale,0,0,0,0
14,0422_Galle,04-22,Galle,0,0,0,1
15,0422_Ampara,04-22,Ampara,0,0,0,0
16,0422_Badulla,04-22,Badulla,1,0,1,1
17,0422_Matara,04-22,Matara,0,0,0,2
18,0422_Batticoloa,04-22,Batticoloa,4,0,4,1
19,0422_Hambantota,04-22,Hambantota,2,0,2,0
20,0422_Vavunia,04-22,Vavunia,2,0,2,1
21,0422_Trincomalee,04-22,Trincomalee,0,0,0,0
22,0422_Nuwaraeliya,04-22,Nuwaraeliya,0,0,0,0
23,0422_Kilinochchi,04-22,Kilinochchi,0,0,0,0
24,0422_Mannar,04-22,Mannar,0,0,0,0
25,0422_Mullativu,04-22,Mullativu,0,0,0,0
0,0423_Colombo,04-23,Colombo,45,0,45,120
1,0423_Gampaha,04-23,Gampaha,31,0,31,33
2,0423_Puttalam,04-23,Puttalam,6,0,6,35
3,0423_Kalutara,04-23,Kalutara,11,0,11,58
4,0423_Anuradhapura,04-23,Anuradhapura,11,0,11,0
5,0423_Kandy,04-23,Kandy,2,0,2,7
6,0423_Kurunegala,04-23,Kurunegala,11,0,11,2
7,0423_Polonnaruwa,04-23,Polonnaruwa,12,0,12,1
8,0423_Jaffna,04-23,Jaffna,4,0,4,16
9,0423_Ratnapura,04-23,Ratnapura,5,0,5,5
10,0423_Kegalle,04-23,Kegalle,0,0,0,4
11,0423_Moneragala,04-23,Moneragala,1,0,1,0
12,0423_Kalmunai,04-23,Kalmunai,0,0,0,2
13,0423_Matale,04-23,Matale,0,0,0,0
14,0423_Galle,04-23,Galle,3,0,3,1
15,0423_Ampara,04-23,Ampara,0,0,0,0
16,0423_Badulla,04-23,Badulla,1,0,1,1
17,0423_Matara,04-23,Matara,0,0,0,2
18,0423_Batticoloa,04-23,Batticoloa,3,0,3,1
19,0423_Hambantota,04-23,Hambantota,3,0,3,0
20,0423_Vavunia,04-23,Vavunia,0,0,0,1
21,0423_Trincomalee,04-23,Trincomalee,0,0,0,0
22,0423_Nuwaraeliya,04-23,Nuwaraeliya,0,0,0,0
23,0423_Kilinochchi,04-23,Kilinochchi,0,0,0,0
24,0423_Mannar,04-23,Mannar,0,0,0,0
25,0423_Mullativu,04-23,Mullativu,0,0,0,0
0,0424_Colombo,04-24,Colombo,45,0,45,130
1,0424_Gampaha,04-24,Gampaha,46,0,46,33
2,0424_Puttalam,04-24,Puttalam,3,0,3,35
3,0424_Kalutara,04-24,Kalutara,12,0,12,58
4,0424_Anuradhapura,04-24,Anuradhapura,5,0,5,0
5,0424_Kandy,04-24,Kandy,5,0,5,7
6,0424_Kurunegala,04-24,Kurunegala,11,0,11,2
7,0424_Polonnaruwa,04-24,Polonnaruwa,9,0,9,1
8,0424_Jaffna,04-24,Jaffna,0,0,0,16
9,0424_Ratnapura,04-24,Ratnapura,7,0,7,5
10,0424_Kegalle,04-24,Kegalle,0,0,0,4
11,0424_Moneragala,04-24,Moneragala,2,0,2,0
12,0424_Kalmunai,04-24,Kalmunai,0,0,0,2
13,0424_Matale,04-24,Matale,0,0,0,0
14,0424_Galle,04-24,Galle,3,0,3,1
15,0424_Ampara,04-24,Ampara,0,0,0,0
16,0424_Badulla,04-24,Badulla,2,0,2,1
17,0424_Matara,04-24,Matara,1,0,1,2
18,0424_Batticoloa,04-24,Batticoloa,2,0,2,1
19,0424_Hambantota,04-24,Hambantota,4,0,4,0
20,0424_Vavunia,04-24,Vavunia,4,0,4,1
21,0424_Trincomalee,04-24,Trincomalee,0,0,0,0
22,0424_Nuwaraeliya,04-24,Nuwaraeliya,0,0,0,0
23,0424_Kilinochchi,04-24,Kilinochchi,0,0,0,0
24,0424_Mannar,04-24,Mannar,0,0,0,0
25,0424_Mullativu,04-24,Mullativu,0,0,0,0
0,0425_Colombo,04-25,Colombo,69,0,69,142
1,0425_Gampaha,04-25,Gampaha,35,0,35,33
2,0425_Puttalam,04-25,Puttalam,2,0,2,35
3,0425_Kalutara,04-25,Kalutara,11,0,11,59
4,0425_Anuradhapura,04-25,Anuradhapura,18,0,18,2
5,0425_Kandy,04-25,Kandy,6,0,6,7
6,0425_Kurunegala,04-25,Kurunegala,25,0,25,5
7,0425_Polonnaruwa,04-25,Polonnaruwa,11,0,11,1
8,0425_Jaffna,04-25,Jaffna,2,0,2,16
9,0425_Ratnapura,04-25,Ratnapura,11,0,11,6
10,0425_Kegalle,04-25,Kegalle,0,0,0,4
11,0425_Moneragala,04-25,Moneragala,15,0,15,1
12,0425_Kalmunai,04-25,Kalmunai,0,0,0,2
13,0425_Matale,04-25,Matale,0,0,0,1
14,0425_Galle,04-25,Galle,3,0,3,1
15,0425_Ampara,04-25,Ampara,0,0,0,0
16,0425_Badulla,04-25,Badulla,4,0,4,2
17,0425_Matara,04-25,Matara,0,0,0,2
18,0425_Batticoloa,04-25,Batticoloa,4,0,4,1
19,0425_Hambantota,04-25,Hambantota,8,0,8,0
20,0425_Vavunia,04-25,Vavunia,3,0,3,1
21,0425_Trincomalee,04-25,Trincomalee,0,0,0,0
22,0425_Nuwaraeliya,04-25,Nuwaraeliya,0,0,0,0
23,0425_Kilinochchi,04-25,Kilinochchi,0,0,0,0
24,0425_Mannar,04-25,Mannar,0,0,0,0
25,0425_Mullativu,04-25,Mullativu,0,0,0,0
0,0426_Colombo,04-26,Colombo,56,0,56,154
1,0426_Gampaha,04-26,Gampaha,41,0,41,34
2,0426_Puttalam,04-26,Puttalam,4,0,4,37
3,0426_Kalutara,04-26,Kalutara,24,0,24,59
4,0426_Anuradhapura,04-26,Anuradhapura,25,0,25,4
5,0426_Kandy,04-26,Kandy,6,0,6,7
6,0426_Kurunegala,04-26,Kurunegala,32,0,32,12
7,0426_Polonnaruwa,04-26,Polonnaruwa,8,0,8,1
8,0426_Jaffna,04-26,Jaffna,1,0,1,16
9,0426_Ratnapura,04-26,Ratnapura,27,0,27,7
10,0426_Kegalle,04-26,Kegalle,0,0,0,5
11,0426_Moneragala,04-26,Moneragala,7,0,7,2
12,0426_Kalmunai,04-26,Kalmunai,0,0,0,2
13,0426_Matale,04-26,Matale,0,0,0,1
14,0426_Galle,04-26,Galle,5,0,5,1
15,0426_Ampara,04-26,Ampara,0,0,0,0
16,0426_Badulla,04-26,Badulla,5,0,5,2
17,0426_Matara,04-26,Matara,2,0,2,2
18,0426_Batticoloa,04-26,Batticoloa,2,0,2,1
19,0426_Hambantota,04-26,Hambantota,19,0,19,0
20,0426_Vavunia,04-26,Vavunia,2,0,2,1
21,0426_Trincomalee,04-26,Trincomalee,0,0,0,0
22,0426_Nuwaraeliya,04-26,Nuwaraeliya,0,0,0,0
23,0426_Kilinochchi,04-26,Kilinochchi,0,0,0,0
24,0426_Mannar,04-26,Mannar,0,0,0,0
25,0426_Mullativu,04-26,Mullativu,0,0,0,0
0,0427_Colombo,04-27,Colombo,51,1,52,155
1,0427_Gampaha,04-27,Gampaha,46,0,46,41
2,0427_Puttalam,04-27,Puttalam,7,0,7,39
3,0427_Kalutara,04-27,Kalutara,9,1,10,63
4,0427_Anuradhapura,04-27,Anuradhapura,21,0,21,10
5,0427_Kandy,04-27,Kandy,1,0,1,11
6,0427_Kurunegala,04-27,Kurunegala,43,0,43,15
7,0427_Polonnaruwa,04-27,Polonnaruwa,8,0,8,1
8,0427_Jaffna,04-27,Jaffna,0,0,0,16
9,0427_Ratnapura,04-27,Ratnapura,17,0,17,7
10,0427_Kegalle,04-27,Kegalle,0,0,0,7
11,0427_Moneragala,04-27,Moneragala,9,0,9,4
12,0427_Kalmunai,04-27,Kalmunai,0,0,0,2
13,0427_Matale,04-27,Matale,0,0,0,1
14,0427_Galle,04-27,Galle,2,0,2,1
15,0427_Ampara,04-27,Ampara,0,0,0,0
16,0427_Badulla,04-27,Badulla,1,0,1,2
17,0427_Matara,04-27,Matara,5,0,5,2
18,0427_Batticoloa,04-27,Batticoloa,4,0,4,1
19,0427_Hambantota,04-27,Hambantota,7,0,7,3
20,0427_Vavunia,04-27,Vavunia,3,0,3,2
21,0427_Trincomalee,04-27,Trincomalee,0,0,0,1
22,0427_Nuwaraeliya,04-27,Nuwaraeliya,0,0,0,0
23,0427_Kilinochchi,04-27,Kilinochchi,0,0,0,0
24,0427_Mannar,04-27,Mannar,0,0,0,0
25,0427_Mullativu,04-27,Mullativu,0,0,0,0
0,0428_Colombo,04-28,Colombo,90,0,90,155
1,0428_Gampaha,04-28,Gampaha,47,0,47,47
2,0428_Puttalam,04-28,Puttalam,10,0,10,41
3,0428_Kalutara,04-28,Kalutara,25,1,26,63
4,0428_Anuradhapura,04-28,Anuradhapura,20,0,20,11
5,0428_Kandy,04-28,Kandy,7,0,7,12
6,0428_Kurunegala,04-28,Kurunegala,25,0,25,18
7,0428_Polonnaruwa,04-28,Polonnaruwa,15,0,15,1
8,0428_Jaffna,04-28,Jaffna,0,0,0,16
9,0428_Ratnapura,04-28,Ratnapura,16,0,16,7
10,0428_Kegalle,04-28,Kegalle,0,0,0,8
11,0428_Moneragala,04-28,Moneragala,2,0,2,4
12,0428_Kalmunai,04-28,Kalmunai,0,0,0,2
13,0428_Matale,04-28,Matale,0,0,0,1
14,0428_Galle,04-28,Galle,0,0,0,1
15,0428_Ampara,04-28,Ampara,0,0,0,0
16,0428_Badulla,04-28,Badulla,3,0,3,2
17,0428_Matara,04-28,Matara,10,0,10,2
18,0428_Batticoloa,04-28,Batticoloa,7,0,7,1
19,0428_Hambantota,04-28,Hambantota,7,0,7,3
20,0428_Vavunia,04-28,Vavunia,2,0,2,2
21,0428_Trincomalee,04-28,Trincomalee,0,0,0,1
22,0428_Nuwaraeliya,04-28,Nuwaraeliya,0,0,0,0
23,0428_Kilinochchi,04-28,Kilinochchi,0,0,0,0
24,0428_Mannar,04-28,Mannar,0,0,0,0
25,0428_Mullativu,04-28,Mullativu,0,0,0,0
0,0429_Colombo,04-29,Colombo,48,1,49,155
1,0429_Gampaha,04-29,Gampaha,34,0,34,47
2,0429_Puttalam,04-29,Puttalam,5,0,5,41
3,0429_Kalutara,04-29,Kalutara,14,0,14,63
4,0429_Anuradhapura,04-29,Anuradhapura,33,0,33,12
5,0429_Kandy,04-29,Kandy,6,0,6,13
6,0429_Kurunegala,04-29,Kurunegala,27,0,27,20
7,0429_Polonnaruwa,04-29,Polonnaruwa,8,0,8,1
8,0429_Jaffna,04-29,Jaffna,4,0,4,16
9,0429_Ratnapura,04-29,Ratnapura,14,0,14,8
10,0429_Kegalle,04-29,Kegalle,0,0,0,8
11,0429_Moneragala,04-29,Moneragala,4,0,4,4
12,0429_Kalmunai,04-29,Kalmunai,0,0,0,2
13,0429_Matale,04-29,Matale,0,0,0,1
14,0429_Galle,04-29,Galle,4,0,4,1
15,0429_Ampara,04-29,Ampara,0,0,0,1
16,0429_Badulla,04-29,Badulla,2,0,2,3
17,0429_Matara,04-29,Matara,4,0,4,2
18,0429_Batticoloa,04-29,Batticoloa,8,0,8,1
19,0429_Hambantota,04-29,Hambantota,5,0,5,3
20,0429_Vavunia,04-29,Vavunia,4,0,4,2
21,0429_Trincomalee,04-29,Trincomalee,0,0,0,1
22,0429_Nuwaraeliya,04-29,Nuwaraeliya,0,0,0,0
23,0429_Kilinochchi,04-29,Kilinochchi,0,0,0,0
24,0429_Mannar,04-29,Mannar,0,0,0,0
25,0429_Mullativu,04-29,Mullativu,0,0,0,0
0,0430_Colombo,04-30,Colombo,41,3,44,157
1,0430_Gampaha,04-30,Gampaha,24,0,24,47
2,0430_Puttalam,04-30,Puttalam,4,0,4,41
3,0430_Kalutara,04-30,Kalutara,6,0,6,65
4,0430_Anuradhapura,04-30,Anuradhapura,10,0,10,12
5,0430_Kandy,04-30,Kandy,4,0,4,15
6,0430_Kurunegala,04-30,Kurunegala,20,0,20,23
7,0430_Polonnaruwa,04-30,Polonnaruwa,11,0,11,1
8,0430_Jaffna,04-30,Jaffna,1,0,1,16
9,0430_Ratnapura,04-30,Ratnapura,5,0,5,8
10,0430_Kegalle,04-30,Kegalle,0,0,0,8
11,0430_Moneragala,04-30,Moneragala,3,0,3,4
12,0430_Kalmunai,04-30,Kalmunai,0,0,0,2
13,0430_Matale,04-30,Matale,0,0,0,1
14,0430_Galle,04-30,Galle,1,0,1,1
15,0430_Ampara,04-30,Ampara,0,0,0,1
16,0430_Badulla,04-30,Badulla,0,0,0,3
17,0430_Matara,04-30,Matara,3,0,3,2
18,0430_Batticoloa,04-30,Batticoloa,2,0,2,1
19,0430_Hambantota,04-30,Hambantota,8,0,8,3
20,0430_Vavunia,04-30,Vavunia,3,0,3,2
21,0430_Trincomalee,04-30,Trincomalee,0,0,0,2
22,0430_Nuwaraeliya,04-30,Nuwaraeliya,0,0,0,0
23,0430_Kilinochchi,04-30,Kilinochchi,0,0,0,0
24,0430_Mannar,04-30,Mannar,0,0,0,0
25,0430_Mullativu,04-30,Mullativu,0,0,0,0
0,0501_Colombo,05-01,Colombo,45,0,45,158
1,0501_Gampaha,05-01,Gampaha,22,0,22,52
2,0501_Puttalam,05-01,Puttalam,5,0,5,41
3,0501_Kalutara,05-01,Kalutara,4,0,4,65
4,0501_Anuradhapura,05-01,Anuradhapura,8,0,8,12
5,0501_Kandy,05-01,Kandy,1,0,1,15
6,0501_Kurunegala,05-01,Kurunegala,27,0,27,23
7,0501_Polonnaruwa,05-01,Polonnaruwa,2,0,2,1
8,0501_Jaffna,05-01,Jaffna,1,0,1,16
9,0501_Ratnapura,05-01,Ratnapura,10,0,10,8
10,0501_Kegalle,05-01,Kegalle,0,0,0,8
11,0501_Moneragala,05-01,Moneragala,4,0,4,4
12,0501_Kalmunai,05-01,Kalmunai,0,0,0,2
13,0501_Matale,05-01,Matale,0,0,0,1
14,0501_Galle,05-01,Galle,2,0,2,1
15,0501_Ampara,05-01,Ampara,0,0,0,1
16,0501_Badulla,05-01,Badulla,3,0,3,3
17,0501_Matara,05-01,Matara,2,0,2,2
18,0501_Batticoloa,05-01,Batticoloa,3,0,3,1
19,0501_Hambantota,05-01,Hambantota,4,0,4,3
20,0501_Vavunia,05-01,Vavunia,0,0,0,2
21,0501_Trincomalee,05-01,Trincomalee,0,0,0,2
22,0501_Nuwaraeliya,05-01,Nuwaraeliya,0,0,0,0
23,0501_Kilinochchi,05-01,Kilinochchi,0,0,0,0
24,0501_Mannar,05-01,Mannar,0,0,0,0
25,0501_Mullativu,05-01,Mullativu,0,0,0,0
0,0502_Colombo,05-02,Colombo,44,0,44,160
1,0502_Gampaha,05-02,Gampaha,33,0,33,53
2,0502_Puttalam,05-02,Puttalam,9,0,9,41
3,0502_Kalutara,05-02,Kalutara,4,0,4,65
4,0502_Anuradhapura,05-02,Anuradhapura,19,0,19,12
5,0502_Kandy,05-02,Kandy,2,0,2,15
6,0502_Kurunegala,05-02,Kurunegala,18,0,18,27
7,0502_Polonnaruwa,05-02,Polonnaruwa,11,0,11,1
8,0502_Jaffna,05-02,Jaffna,11,0,11,16
9,0502_Ratnapura,05-02,Ratnapura,8,0,8,8
10,0502_Kegalle,05-02,Kegalle,0,0,0,8
11,0502_Moneragala,05-02,Moneragala,2,0,2,4
12,0502_Kalmunai,05-02,Kalmunai,0,0,0,2
13,0502_Matale,05-02,Matale,0,0,0,1
14,0502_Galle,05-02,Galle,3,0,3,1
15,0502_Ampara,05-02,Ampara,0,0,0,1
16,0502_Badulla,05-02,Badulla,3,0,3,3
17,0502_Matara,05-02,Matara,0,0,0,2
18,0502_Batticoloa,05-02,Batticoloa,5,0,5,1
19,0502_Hambantota,05-02,Hambantota,1,0,1,3
20,0502_Vavunia,05-02,Vavunia,1,0,1,2
21,0502_Trincomalee,05-02,Trincomalee,0,0,0,2
22,0502_Nuwaraeliya,05-02,Nuwaraeliya,0,0,0,0
23,0502_Kilinochchi,05-02,Kilinochchi,0,0,0,0
24,0502_Mannar,05-02,Mannar,0,0,0,0
25,0502_Mullativu,05-02,Mullativu,0,0,0,0
0,0503_Colombo,05-03,Colombo,43,0,43,154
1,0503_Gampaha,05-03,Gampaha,39,0,39,47
2,0503_Puttalam,05-03,Puttalam,7,0,7,35
3,0503_Kalutara,05-03,Kalutara,17,0,17,38
4,0503_Anuradhapura,05-03,Anuradhapura,10,0,10,13
5,0503_Kandy,05-03,Kandy,1,0,1,21
6,0503_Kurunegala,05-03,Kurunegala,25,0,25,29
7,0503_Polonnaruwa,05-03,Polonnaruwa,8,0,8,3
8,0503_Jaffna,05-03,Jaffna,1,0,1,7
9,0503_Ratnapura,05-03,Ratnapura,6,0,6,7
10,0503_Kegalle,05-03,Kegalle,0,0,0,10
11,0503_Moneragala,05-03,Moneragala,0,0,0,5
12,0503_Kalmunai,05-03,Kalmunai,0,0,0,2
13,0503_Matale,05-03,Matale,0,0,0,4
14,0503_Galle,05-03,Galle,1,0,1,1
15,0503_Ampara,05-03,Ampara,0,0,0,2
16,0503_Badulla,05-03,Badulla,0,0,0,2
17,0503_Matara,05-03,Matara,4,0,4,1
18,0503_Batticoloa,05-03,Batticoloa,1,0,1,1
19,0503_Hambantota,05-03,Hambantota,6,0,6,4
20,0503_Vavunia,05-03,Vavunia,0,0,0,1
21,0503_Trincomalee,05-03,Trincomalee,0,0,0,4
22,0503_Nuwaraeliya,05-03,Nuwaraeliya,0,0,0,1
23,0503_Kilinochchi,05-03,Kilinochchi,0,0,0,0
24,0503_Mannar,05-03,Mannar,0,0,0,0
25,0503_Mullativu,05-03,Mullativu,0,0,0,0
0,0504_Colombo,05-04,Colombo,57,0,57,149
1,0504_Gampaha,05-04,Gampaha,21,0,21,34
2,0504_Puttalam,05-04,Puttalam,4,0,4,35
3,0504_Kalutara,05-04,Kalutara,0,0,0,29
4,0504_Anuradhapura,05-04,Anuradhapura,12,0,12,2
5,0504_Kandy,05-04,Kandy,3,0,3,12
6,0504_Kurunegala,05-04,Kurunegala,15,0,15,10
7,0504_Polonnaruwa,05-04,Polonnaruwa,5,0,5,1
8,0504_Jaffna,05-04,Jaffna,1,0,1,7
9,0504_Ratnapura,05-04,Ratnapura,3,0,3,5
10,0504_Kegalle,05-04,Kegalle,0,0,0,4
11,0504_Moneragala,05-04,Moneragala,0,0,0,4
12,0504_Kalmunai,05-04,Kalmunai,0,0,0,2
13,0504_Matale,05-04,Matale,0,0,0,0
14,0504_Galle,05-04,Galle,1,0,1,1
15,0504_Ampara,05-04,Ampara,0,0,0,0
16,0504_Badulla,05-04,Badulla,0,0,0,1
17,0504_Matara,05-04,Matara,0,0,0,1
18,0504_Batticoloa,05-04,Batticoloa,5,0,5,1
19,0504_Hambantota,05-04,Hambantota,3,0,3,0
20,0504_Vavunia,05-04,Vavunia,2,0,2,0
21,0504_Trincomalee,05-04,Trincomalee,0,0,0,0
22,0504_Nuwaraeliya,05-04,Nuwaraeliya,0,0,0,0
23,0504_Kilinochchi,05-04,Kilinochchi,0,0,0,0
24,0504_Mannar,05-04,Mannar,0,0,0,0
25,0504_Mullativu,05-04,Mullativu,0,0,0,0
0,0505_Colombo,05-05,Colombo,49,0,49,152
1,0505_Gampaha,05-05,Gampaha,20,0,20,35
2,0505_Puttalam,05-05,Puttalam,5,0,5,35
3,0505_Kalutara,05-05,Kalutara,3,0,3,34
4,0505_Anuradhapura,05-05,Anuradhapura,24,0,24,2
5,0505_Kandy,05-05,Kandy,3,0,3,13
6,0505_Kurunegala,05-05,Kurunegala,15,0,15,11
7,0505_Polonnaruwa,05-05,Polonnaruwa,3,0,3,1
8,0505_Jaffna,05-05,Jaffna,0,0,0,7
9,0505_Ratnapura,05-05,Ratnapura,7,0,7,5
10,0505_Kegalle,05-05,Kegalle,0,0,0,4
11,0505_Moneragala,05-05,Moneragala,0,0,0,4
12,0505_Kalmunai,05-05,Kalmunai,0,0,0,2
13,0505_Matale,05-05,Matale,0,0,0,0
14,0505_Galle,05-05,Galle,0,0,0,1
15,0505_Ampara,05-05,Ampara,0,0,0,0
16,0505_Badulla,05-05,Badulla,1,0,1,1
17,0505_Matara,05-05,Matara,2,0,2,1
18,0505_Batticoloa,05-05,Batticoloa,2,0,2,1
19,0505_Hambantota,05-05,Hambantota,3,0,3,0
20,0505_Vavunia,05-05,Vavunia,2,0,2,0
21,0505_Trincomalee,05-05,Trincomalee,0,0,0,0
22,0505_Nuwaraeliya,05-05,Nuwaraeliya,0,0,0,0
23,0505_Kilinochchi,05-05,Kilinochchi,0,0,0,0
24,0505_Mannar,05-05,Mannar,0,0,0,0
25,0505_Mullativu,05-05,Mullativu,0,0,0,0
0,0506_Colombo,05-06,Colombo,54,0,54,153
1,0506_Gampaha,05-06,Gampaha,37,0,37,35
2,0506_Puttalam,05-06,Puttalam,7,0,7,35
3,0506_Kalutara,05-06,Kalutara,3,0,3,34
4,0506_Anuradhapura,05-06,Anuradhapura,13,0,13,2
5,0506_Kandy,05-06,Kandy,2,0,2,13
6,0506_Kurunegala,05-06,Kurunegala,10,0,10,11
